Ravens	Vocab	DSpan	Arith	WordSum
0.647327807	0.949039593	0.613039885	0.64182556	1.085355861
0.238441822	0.488209968	0.42585377	0.407168666	0.65213405
-0.005580358	0.278538015	0.653176058	0.795832058	0.254245929
-0.768800156	-1.308753437	-1.307435363	-1.068371584	-1.537681251
-0.358613462	-0.923939201	-0.62994221	-0.615425629	-0.838217551
-0.587932586	-0.965664375	-1.183689784	-1.101194932	-0.958442795
-0.416576044	-0.423162106	-0.939203275	-0.367934525	-0.483530524
0.083503366	0.610039965	0.985247106	0.66133626	0.89007191
0.159741767	0.297620042	-0.172513861	0.18964715	-0.08552458
-0.892687971	-1.055029484	-1.1108485	-1.407014981	-1.497103086
-0.767516919	-1.293895901	-1.060835636	-1.423322497	-1.731069015
-0.326319716	-0.301635625	-0.00333104	-0.253449075	-0.399977679
0.797803071	0.509092095	0.653037528	0.913924112	0.936968336
-0.009890072	-0.103644426	0.031936666	-0.169205364	-0.205218131
0.280490007	0.028455159	0.986435406	0.893080116	0.51849531
-0.705112629	-0.711482807	-1.177856807	-1.427314868	-1.530350891
-0.371028136	-0.162372452	-0.416966678	-0.224284397	-0.444803922
0.171940544	0.031106336	0.831805313	0.512392211	0.532725723
0.189903472	0.603204945	0.33243811	0.706609092	0.701192187
0.816941028	1.066388674	1.5986897	1.54875396	1.921282414
0.31591376	0.216375574	0.315362691	0.263032556	0.512318269
-0.414320096	-0.219936421	-0.527377638	-0.37571304	-1.047974098
-0.341644394	-0.225319629	-0.429939323	-0.551014428	-0.56629018
-0.255953986	-0.431853952	-0.089910208	0.171818535	-0.012572487
0.183892118	0.126048304	0.501066048	0.374722972	0.161877108
0.405933172	0.569310711	0.356965457	0.523935237	0.817996239
0.212729827	0.344991757	0.69058596	0.365546726	0.418645339
-0.529017505	-1.016748685	-1.054661324	-1.607837445	-1.821142928
-0.611419312	-0.708731318	-0.587453785	-0.530530238	-0.54945416
0.387998367	0.091992729	-0.040021001	-0.079860526	-0.147161148
-0.327600114	0.492372978	0.14648421	0.503030243	0.39852001
0.645718513	0.598966315	1.10305516	1.359103665	1.981070485
0.82295361	0.908777911	0.951466363	1.47352168	1.431019483
0.289014207	0.529974479	0.609578127	0.464777585	0.627218485
-0.094854671	0.166839292	0.461801482	0.518604938	0.580392019
-0.29325149	-0.006846391	0.077430981	-0.249075282	-0.155142763
-0.768604107	-0.612579334	-0.11185958	-0.288575775	-0.926272693
0.278193867	-0.397050876	-0.163087211	-0.292794155	-0.775301689
-0.443668368	-0.72652292	-0.792565563	-1.512876877	-1.532393777
-0.024000319	0.405129096	0.180799424	0.339195448	0.254338235
-0.597753357	-0.660790221	-0.769910272	-1.215917497	-1.482635308
0.135515723	0.915011387	0.297935677	0.488090882	0.639229391
0.16697026	0.099505342	-0.113018267	0.195777518	0.435625288
0.370024969	0.212529373	0.446020925	0.495336773	0.183304934
-0.787915993	-0.679222624	-0.95619574	-0.989622915	-1.027036051
0.991763082	0.968015905	1.053180502	1.161580436	1.263754405
-0.079125786	0.030764813	0.004053611	-0.57377136	-0.366179437
-0.267080785	0.225728125	-0.340705369	-0.39691094	-0.204442281
0.163630173	0.642292805	0.62662131	0.377872731	0.518716087
0.284189599	0.397055497	0.225171144	0.424645846	0.68080989
-0.581948941	-0.075829741	-0.548629959	-0.574482325	-0.458659034
0.225557548	0.307830793	0.257702709	0.313846299	0.300343721
-0.156326936	-0.279223128	0.078975542	-0.160003609	-0.096609506
0.048258935	-0.075997722	0.005811891	0.040937552	-0.191347853
0.114765984	-0.022036316	0.031834314	0.026919862	0.033161264
-0.629733377	-0.689416441	-1.112803094	-0.820320787	-1.441694281
-0.272675774	-0.871186676	-1.065245417	-0.686943341	-0.797471227
-0.011183397	-0.51975586	-0.621772182	-0.915312419	-0.565305471
0.849564468	1.094188335	1.288734159	1.051372381	1.447375726
0.135293552	0.761258967	0.763743218	0.668371468	0.877494932
-0.709493735	-0.783043571	-0.919961932	-0.766317688	-1.081068968
-0.064339512	-0.275796883	-0.131649097	-0.509946703	-0.523495008
-0.686228709	-0.802084502	-0.990685978	-1.375242654	-1.390405063
0.111399232	0.336886313	0.198770987	0.045149418	0.242276897
-0.120622493	0.027043631	0.082347484	0.544561593	0.49095225
-0.279559818	-0.335152306	-0.297807173	-0.122047121	0.003463236
-0.157302976	-0.90836413	-0.660436906	-0.69802042	-1.111887207
-0.013045243	0.068494604	0.028353548	0.294643293	0.165120749
-0.005562893	-0.055632508	-0.199195532	0.138241041	0.018143163
-0.041058066	0.254749472	-0.205165636	-0.199347136	-0.033401163
0.005626297	-0.048792594	-0.12760599	-0.246449906	-0.466054071
0.045080596	0.132836921	-0.029875452	0.134974782	-0.263083696
-0.236190427	-0.150739596	0.10064847	0.2332289	-0.092759904
